"date","ppt","tmin","tmean","tmax","lat","lon","site_name"
"2016-11-09",0,19.1,23.9,28.8,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2016-11-10",0,17.2,22.3,27.3,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2016-11-11",0,16.2,21.1,26,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2016-11-12",0,15.7,20.5,25.2,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2016-11-13",0,14.7,20.2,25.7,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2016-11-14",0,14.5,21,27.5,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2016-11-15",0,16.8,22.5,28.2,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2016-11-16",0,15.5,21.6,27.7,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2016-11-17",0,13.9,18.8,23.6,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2016-11-18",0,9.1,13.7,18.2,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2016-11-19",0,8.9,15.4,21.9,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2016-11-20",0,14.6,20.4,26.1,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2016-11-21",2.34,14.5,18.1,21.7,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2016-11-22",6.45,9.1,12.5,15.8,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2016-11-23",0,9.4,14,18.5,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2016-11-24",0,9.8,14.9,20,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2016-11-25",0,9.6,15.6,21.6,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2016-11-26",0,11.9,17.8,23.7,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2016-11-27",0,9.5,13.9,18.4,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2016-11-28",6.76,5.4,8.8,12.1,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2016-11-29",0,4.3,7,9.7,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2016-11-30",0,4.6,8.7,12.7,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2016-12-01",0,4.3,9,13.6,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2016-12-02",0,5.5,8.9,12.2,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2016-12-03",0,6.8,9.7,12.5,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2016-12-04",0,6.1,11.8,17.5,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2016-12-05",0,7.1,13.7,20.3,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2016-12-06",0,7.2,11.8,16.3,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2016-12-07",0,8.9,11.8,14.8,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2016-12-08",0,7.1,10.9,14.7,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2016-12-09",0,6.5,11.8,17.1,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2016-12-10",0,8.7,13.7,18.7,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2016-12-11",0,8.9,13.9,19,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2016-12-12",0,10.3,14.9,19.5,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2016-12-13",0,9.8,14.6,19.4,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2016-12-14",0,11.7,15.9,20.1,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2016-12-15",0,10.9,16.3,21.7,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2016-12-16",2.42,10.6,16.1,21.7,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2016-12-17",3.68,8.1,12.1,16.2,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2016-12-18",0,3.5,7.6,11.7,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2016-12-19",0,3.7,9,14.2,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2016-12-20",0,6.4,12.3,18.2,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2016-12-21",0,10.4,15.7,21.1,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2016-12-22",16.64,13.3,16.1,18.8,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2016-12-23",10.89,9.5,12.2,15,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2016-12-24",0,9.4,10.9,12.4,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2016-12-25",17.18,3.4,7.5,11.6,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2016-12-26",0,2.3,4.7,7.1,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2016-12-27",0,3.4,7.9,12.5,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2016-12-28",0,7.5,13.4,19.4,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2016-12-29",0,9.9,14,18,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2016-12-30",0,11.6,17.2,22.9,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2016-12-31",11.1,9.6,14.3,19,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-01-01",13.94,10.3,11.4,12.6,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-01-02",22.14,7.7,9.3,11,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-01-03",0,5.7,7.5,9.3,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-01-04",0,5.9,9.3,12.7,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-01-05",0,6.8,10.9,15,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-01-06",0,8.6,11.6,14.7,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-01-07",0,6.5,10.3,14.1,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-01-08",0,6.3,10.7,15.1,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-01-09",0,9.9,15.1,20.2,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-01-10",0,9.9,13.7,17.5,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-01-11",0,9.1,12.8,16.5,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-01-12",0,8.4,11.7,15.1,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-01-13",0,9.5,11.9,14.2,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-01-14",0,11.2,13.6,16,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-01-15",3.66,8.6,13.1,17.7,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-01-16",0.35,8.1,10.3,12.4,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-01-17",0,6.2,9.6,12.9,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-01-18",0,6.8,11.1,15.4,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-01-19",0,6.5,10.9,15.3,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-01-20",2.99,7,7.7,8.4,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-01-21",31.13,6.9,7.4,7.8,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-01-22",0,5.1,8.1,11.2,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-01-23",0,5.5,8.3,11.1,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-01-24",14.42,4.5,7.3,10.2,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-01-25",0,2.7,5.3,7.8,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-01-26",0,2,6,10.1,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-01-27",0,2.1,6.4,10.6,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-01-28",0,2,5.8,9.5,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-01-29",0,2.4,9.6,16.9,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-01-30",0,7.5,13.4,19.2,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-01-31",0,9,15.3,21.6,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-02-01",0,7.8,13.6,19.3,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-02-02",0,7.6,13.6,19.6,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-02-03",0,8.1,13.5,18.8,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-02-04",0,8.2,13.4,18.7,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-02-05",0,7.7,13.6,19.4,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-02-06",0,7.2,14.1,21,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-02-07",0,10.8,12.9,15.1,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-02-08",0,10.2,13.9,17.7,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-02-09",0,10.3,15.8,21.3,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-02-10",0,13.4,19.1,24.8,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-02-11",0,14.5,19.5,24.5,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-02-12",0,13.8,17.1,20.4,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-02-13",0,13.4,16.4,19.3,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-02-14",0,11.8,15.1,18.4,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-02-15",0,11.5,15.5,19.5,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-02-16",0,10.3,15.2,20,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-02-17",0,9.4,14.5,19.6,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-02-18",3.08,13.2,15.7,18.2,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-02-19",30.11,7.9,10.5,13.1,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-02-20",7.81,8.2,9.3,10.3,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-02-21",0,8.1,12.2,16.2,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-02-22",0,9.6,15.2,20.8,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-02-23",0,7.6,13.2,18.9,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-02-24",0,3.7,8,12.4,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-02-25",0,3.6,8.2,12.8,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-02-26",0,3.1,8.5,13.8,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-02-27",0,7.5,11.1,14.6,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-02-28",20.85,8.1,9.7,11.4,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-03-01",10.55,7.1,10.6,14.1,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-03-02",0,6,11.9,17.8,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-03-03",0,6.6,14.2,21.8,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-03-04",0,12,17.3,22.6,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-03-05",0,11.9,16.7,21.5,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-03-06",0,9,13.7,18.4,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-03-07",0,6.5,11.1,15.8,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-03-08",0,7.6,14.3,20.9,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-03-09",0,11.9,18.6,25.4,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-03-10",0,13.2,19.9,26.6,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-03-11",0,13.7,20.9,28.1,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-03-12",0,15.8,21.5,27.3,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-03-13",0,16.2,21.8,27.3,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-03-14",0,16.6,22.7,28.8,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-03-15",0,17.2,23.6,29.9,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-03-16",0,17,22.6,28.2,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-03-17",0,16.9,23,29.1,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-03-18",0,17,23.2,29.3,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-03-19",0,17.5,23.7,29.9,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-03-20",0,18.3,24.6,30.8,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-03-21",0,17,23.7,30.4,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-03-22",0,16.7,22.6,28.5,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-03-23",1.55,10.1,16.5,22.9,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-03-24",0.33,9.1,12.6,16.1,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-03-25",0,10.7,16.1,21.5,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-03-26",0,12.1,17.4,22.7,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-03-27",0,12.1,17.4,22.7,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-03-28",2.42,11.4,17.1,22.7,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-03-29",0,10.8,16,21.2,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-03-30",0,11.9,18.9,25.9,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-03-31",0,10.7,18.5,26.2,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-04-01",0,8.6,11.5,14.4,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-04-02",0,9.1,13.9,18.7,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-04-03",0,11.1,17.4,23.7,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-04-04",0,12,18.4,24.7,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-04-05",0,11.9,16.7,21.6,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-04-06",0,12.6,19.1,25.6,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-04-07",0,15.1,21.8,28.4,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-04-08",0,16.4,22.2,27.9,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-04-09",0,14.3,20.2,26.1,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-04-10",0,11.7,17.3,22.9,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-04-11",0,11.6,18.4,25.3,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-04-12",0,13.4,20.4,27.4,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-04-13",0,15.8,22.4,29,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-04-14",0,15.8,22.7,29.7,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-04-15",0,14.7,21.1,27.5,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-04-16",0,14,20.8,27.5,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-04-17",0,15.7,22.3,28.8,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-04-18",0,16.5,22.8,29.1,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-04-19",0,16.5,23.4,30.3,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-04-20",0,16.8,22.7,28.6,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-04-21",0,16.6,23.1,29.6,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-04-22",0,17.7,24.2,30.6,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-04-23",0,17.4,24.3,31.2,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-04-24",0,17.8,25.2,32.5,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-04-25",0,18.2,23.4,28.6,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-04-26",0,16.5,21.5,26.4,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-04-27",0,16.4,22.1,27.8,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-04-28",0,17.6,22.9,28.2,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-04-29",0,12.1,18.9,25.6,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-04-30",0,11.6,17.3,23,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-05-01",0,13.1,19.7,26.4,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-05-02",0,15.4,22.7,30,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-05-03",0,17.4,24.4,31.4,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-05-04",0,20.6,27.1,33.6,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-05-05",0,20.9,28,35.1,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-05-06",0,21.9,29.6,37.3,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-05-07",0,14.4,23.1,31.9,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-05-08",0,12,15.8,19.5,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-05-09",3.5,11.1,17.9,24.8,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-05-10",0,11.6,15.4,19.1,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-05-11",0,11.4,16.3,21.1,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-05-12",0,13.9,21.4,28.9,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-05-13",0,19.3,25.6,31.8,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-05-14",0,18.8,25.3,31.7,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-05-15",0,17.4,23,28.7,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-05-16",0,13.9,19.9,26,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-05-17",0,13.3,17.2,21.1,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-05-18",0,12.9,18.8,24.7,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-05-19",0,12.7,19.2,25.7,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-05-20",0,12.8,19.6,26.4,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-05-21",0,17.1,23.9,30.7,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-05-22",0,20.4,27.3,34.2,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-05-23",0,22.7,29.1,35.4,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-05-24",0,22.7,29.5,36.3,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-05-25",0,22.3,29.5,36.8,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-05-26",0,19.3,26.3,33.4,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-05-27",0,17.8,24.1,30.4,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-05-28",0,18,24.9,31.9,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-05-29",0,20.7,27.7,34.6,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-05-30",0,21.6,28.7,35.7,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-05-31",0,22.4,28.6,34.8,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-06-01",0,22.1,28,33.8,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-06-02",0,20.5,26.6,32.8,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-06-03",0,22.2,28.6,34.9,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-06-04",0,24.3,30.9,37.5,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-06-05",0,26,31.9,37.7,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-06-06",0,26.2,32,37.8,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-06-07",0,24.1,30.8,37.5,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-06-08",0,22.5,29.8,37.2,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-06-09",0,22.2,29.1,36,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-06-10",0,23.3,29.7,36.1,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-06-11",0,21.9,27.7,33.6,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-06-12",0,20,26.3,32.6,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-06-13",0,17.1,23.3,29.6,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-06-14",0,16.6,24.3,32,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-06-15",0,20.4,28,35.6,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-06-16",0,22.3,30.1,37.9,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-06-17",0,23.2,31,38.8,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-06-18",0,24.9,32.2,39.5,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-06-19",0,25.3,33.4,41.5,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-06-20",0,28.5,36.1,43.7,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-06-21",0,30.7,37.4,44.1,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-06-22",0,30.6,37.3,43.9,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-06-23",0,28.2,34.8,41.4,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-06-24",0,28.4,34.8,41.3,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-06-25",0,30.1,36.3,42.5,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-06-26",0,29.5,35.5,41.5,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-06-27",0,28,34.3,40.5,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-06-28",0,26.3,32.6,39,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-06-29",0,25.4,31.5,37.7,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-06-30",0,25.4,31.6,37.7,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-07-01",0,24.7,31.8,38.8,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-07-02",0,24.8,32.2,39.6,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-07-03",0,25.6,31.9,38.2,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-07-04",0,25.6,31.8,38,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-07-05",0,28.1,34.2,40.3,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-07-06",0,28.6,35,41.5,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-07-07",0,29.2,35.2,41.3,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-07-08",0,30.8,36.8,42.7,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-07-09",0,28,34.2,40.3,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-07-10",0,26,32.3,38.7,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-07-11",0.8,26.2,32.5,38.7,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-07-12",0,25.4,30.6,35.8,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-07-13",0,25.9,31.8,37.7,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-07-14",1.21,26.4,32.7,38.9,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-07-15",0,26.6,32.4,38.2,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-07-16",1.4,24.5,31.3,38.1,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-07-17",6.3,23.8,29.8,35.9,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-07-18",0,25.2,29.8,34.4,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-07-19",0,23.3,29.1,34.9,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-07-20",0,25.3,30.1,34.9,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-07-21",0,25.3,30.1,35,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-07-22",0.99,25,30.1,35.2,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-07-23",2.1,25.9,31,36.1,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-07-24",2.88,23.7,29.5,35.2,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-07-25",17.05,22.8,25.7,28.6,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-07-26",0,24.3,28.8,33.3,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-07-27",0,25.3,31.1,36.9,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-07-28",0,27.8,33,38.2,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-07-29",0,23.2,28.8,34.3,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-07-30",4.21,23.5,28.9,34.4,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-07-31",0,24.2,29.2,34.1,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-08-01",0,28,32.7,37.3,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-08-02",0,25.2,30.3,35.3,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-08-03",0,26.5,30.1,33.7,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-08-04",10.15,23.6,29.5,35.4,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-08-05",0,24.3,30,35.6,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-08-06",0,25.2,30.4,35.6,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-08-07",0,24.5,30.1,35.7,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-08-08",0,24.3,30.6,36.9,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
"2017-08-09",0,24.9,31.6,38.2,33.7615,-111.8422,"Brown's Ranch, Jane Rau"
