PRISM Time Series Data
Location:  Lat: 33.6493   Lon: -111.8585   Elev: 529m
"Climate variables: ppt,tmin,tmean,tmax"
Spatial resolution: 800m
Period: 2016-01-01 - 2024-12-31
Dataset: AN91d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2025-Jul-16
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C)
2020-11-18,0.00,15.9,23.8,31.6
2020-11-19,0.00,14.4,22.3,30.2
2020-11-20,0.00,14.1,21.6,29.0
2020-11-21,0.00,15.6,22.6,29.6
2020-11-22,0.00,15.4,21.7,28.1
2020-11-23,0.00,14.0,20.5,26.9
2020-11-24,0.00,10.8,17.5,24.2
2020-11-25,0.00,7.6,13.9,20.1
2020-11-26,0.00,6.6,13.3,20.0
2020-11-27,0.00,5.7,12.9,20.1
2020-11-28,0.00,5.2,11.0,16.8
2020-11-29,0.00,6.8,13.5,20.2
2020-11-30,0.00,7.0,14.8,22.6
2020-12-01,0.00,8.0,14.9,21.9
2020-12-02,0.00,6.1,13.1,20.0
2020-12-03,0.00,8.8,14.1,19.3
2020-12-04,0.00,4.8,11.2,17.6
2020-12-05,0.00,5.0,11.5,18.1
2020-12-06,0.00,5.8,13.1,20.4
2020-12-07,0.00,7.1,14.5,21.8
2020-12-08,0.00,9.1,17.0,24.9
2020-12-09,0.00,13.4,19.4,25.3
2020-12-10,3.62,12.0,19.0,26.0
2020-12-11,9.04,8.2,10.7,13.1
2020-12-12,0.00,7.1,11.6,16.1
2020-12-13,0.00,6.2,11.7,17.2
2020-12-14,0.00,5.5,10.4,15.4
2020-12-15,0.00,4.2,9.3,14.3
2020-12-16,0.00,3.6,9.6,15.5
2020-12-17,0.00,4.2,10.5,16.9
2020-12-18,0.00,4.1,10.4,16.8
2020-12-19,0.00,3.4,10.3,17.2
2020-12-20,0.00,5.0,11.6,18.1
2020-12-21,0.00,6.0,13.6,21.2
2020-12-22,0.00,7.6,15.6,23.7
2020-12-23,0.00,5.7,13.0,20.3
2020-12-24,0.00,5.6,12.3,19.0
2020-12-25,0.00,5.9,10.2,14.4
2020-12-26,0.00,6.8,13.3,19.9
2020-12-27,0.00,6.0,12.9,19.8
2020-12-28,0.00,7.6,14.2,20.7
2020-12-29,0.00,5.5,11.7,17.8
2020-12-30,0.00,5.3,9.6,14.0
2020-12-31,0.00,4.1,10.2,16.4
2021-01-01,0.00,3.7,9.1,14.4
2021-01-02,0.00,3.4,10.3,17.3
2021-01-03,0.00,3.2,9.6,16.1
2021-01-04,0.00,3.6,10.0,16.3
2021-01-05,0.00,4.9,12.5,20.0
2021-01-06,0.00,5.2,12.6,19.9
2021-01-07,0.00,6.5,13.6,20.8
2021-01-08,0.00,6.4,13.6,20.7
2021-01-09,0.00,4.8,12.4,20.1
2021-01-10,0.00,3.7,11.5,19.3
2021-01-11,0.00,5.1,11.5,18.0
2021-01-12,0.00,5.6,11.9,18.2
2021-01-13,0.00,3.9,11.2,18.5
2021-01-14,0.00,4.4,11.6,18.8
2021-01-15,0.00,5.0,13.6,22.2
2021-01-16,0.00,9.9,17.7,25.5
2021-01-17,0.00,9.6,17.0,24.4
2021-01-18,0.00,6.9,16.0,25.0
2021-01-19,0.36,7.8,14.9,21.9
2021-01-20,0.00,12.0,15.8,19.7
2021-01-21,0.00,14.2,17.9,21.7
2021-01-22,0.00,12.2,16.3,20.4
2021-01-23,0.00,12.0,14.9,17.9
2021-01-24,3.33,8.9,12.1,15.3
2021-01-25,8.08,6.9,8.6,10.4
2021-01-26,16.29,2.3,5.9,9.5
2021-01-27,1.84,3.0,5.7,8.4
2021-01-28,0.00,2.9,8.7,14.5
2021-01-29,0.00,9.5,14.8,20.1
2021-01-30,4.94,5.4,11.3,17.2
2021-01-31,0.00,5.0,10.2,15.4
2021-02-01,0.00,6.5,14.2,22.0
2021-02-02,0.00,13.8,17.4,21.0
2021-02-03,0.00,14.4,20.6,26.8
2021-02-04,0.00,12.7,18.6,24.6
2021-02-05,0.00,8.2,14.7,21.2
2021-02-06,0.00,6.6,12.8,18.9
2021-02-07,0.00,6.9,13.8,20.7
2021-02-08,0.00,6.6,13.8,21.1
2021-02-09,0.00,8.3,15.4,22.5
2021-02-10,0.00,9.0,15.4,21.8
2021-02-11,0.00,8.7,15.2,21.6
2021-02-12,0.00,8.8,15.7,22.6
2021-02-13,0.00,8.4,14.6,20.7
2021-02-14,0.00,8.0,13.6,19.2
2021-02-15,0.00,5.8,11.5,17.3
2021-02-16,0.00,5.2,10.9,16.5
2021-02-17,0.00,6.2,12.3,18.3
2021-02-18,0.00,5.1,11.1,17.2
2021-02-19,0.00,6.0,11.6,17.3
2021-02-20,0.00,6.4,13.5,20.5
2021-02-21,0.00,6.4,14.3,22.3
2021-02-22,0.00,7.4,13.6,19.8
2021-02-23,0.00,7.9,16.0,24.0
2021-02-24,0.00,8.4,16.3,24.1
2021-02-25,0.00,8.5,16.3,24.1
2021-02-26,0.00,6.1,12.6,19.0
2021-02-27,0.00,5.4,12.7,20.0
2021-02-28,0.00,5.1,12.4,19.8
2021-03-01,0.00,4.4,10.2,16.0
2021-03-02,0.00,4.8,12.6,20.5
2021-03-03,0.00,10.8,17.3,23.8
2021-03-04,0.00,8.9,18.3,27.7
2021-03-05,0.00,10.0,15.0,20.0
2021-03-06,0.00,13.8,20.4,27.0
2021-03-07,0.00,14.4,21.1,27.7
2021-03-08,0.00,14.5,21.7,29.0
2021-03-09,0.00,15.7,21.6,27.6
2021-03-10,0.00,8.3,16.1,23.8
2021-03-11,0.00,7.1,12.6,18.2
2021-03-12,4.78,6.7,12.2,17.7
2021-03-13,2.46,6.1,10.2,14.2
2021-03-14,1.19,4.8,9.1,13.4
2021-03-15,0.00,4.2,10.9,17.6
2021-03-16,0.00,8.3,14.4,20.6
2021-03-17,0.00,5.4,9.9,14.4
2021-03-18,0.00,5.1,13.2,21.2
2021-03-19,0.00,9.8,18.0,26.2
2021-03-20,0.00,11.5,19.4,27.4
2021-03-21,0.00,12.0,19.8,27.5
2021-03-22,0.00,11.2,17.0,22.8
2021-03-23,0.00,10.4,15.3,20.2
2021-03-24,0.00,8.2,12.1,16.0
2021-03-25,0.00,8.2,14.0,19.9
2021-03-26,0.00,9.7,15.0,20.2
2021-03-27,0.00,9.0,12.9,16.7
2021-03-28,0.00,8.7,16.8,25.0
2021-03-29,0.00,13.3,21.0,28.7
2021-03-30,0.00,13.8,21.6,29.4
2021-03-31,0.00,12.4,20.1,27.8
2021-04-01,0.00,14.7,22.2,29.8
2021-04-02,0.00,18.2,25.2,32.3
2021-04-03,0.00,18.0,25.0,31.9
2021-04-04,0.00,17.7,26.0,34.2
2021-04-05,0.00,17.4,25.9,34.4
2021-04-06,0.00,17.5,25.2,32.9
2021-04-07,0.00,15.2,22.9,30.6
2021-04-08,0.00,15.2,23.0,30.8
2021-04-09,0.00,16.2,23.9,31.6
2021-04-10,0.00,14.8,23.5,32.2
2021-04-11,0.00,15.0,23.4,31.8
2021-04-12,0.00,16.6,24.0,31.4
2021-04-13,0.00,17.5,24.1,30.7
2021-04-14,0.00,16.2,22.9,29.6
2021-04-15,0.00,15.2,21.7,28.1
2021-04-16,0.00,14.2,19.8,25.4
2021-04-17,0.00,13.4,19.8,26.3
2021-04-18,0.00,14.3,20.9,27.6
2021-04-19,0.00,15.8,21.0,26.2
2021-04-20,0.00,14.8,21.8,28.7
2021-04-21,0.00,14.6,22.9,31.1
2021-04-22,0.00,15.5,23.2,30.8
2021-04-23,0.00,14.9,20.2,25.6
2021-04-24,0.00,15.3,21.2,27.0
2021-04-25,0.00,15.1,22.7,30.3
2021-04-26,0.00,16.1,23.8,31.6
2021-04-27,0.73,13.9,18.8,23.7
2021-04-28,0.00,12.7,17.1,21.4
2021-04-29,0.00,13.5,18.3,23.2
2021-04-30,0.00,13.5,23.1,32.7
2021-05-01,0.00,18.7,26.3,33.8
2021-05-02,0.00,20.6,27.4,34.3
2021-05-03,0.00,19.0,25.1,31.2
2021-05-04,0.00,17.5,23.5,29.6
2021-05-05,0.00,17.4,24.8,32.2
2021-05-06,0.00,18.9,26.9,34.9
2021-05-07,0.00,19.4,27.8,36.1
2021-05-08,0.00,19.3,26.3,33.2
2021-05-09,0.00,18.1,24.8,31.6
2021-05-10,0.00,18.2,25.3,32.4
2021-05-11,0.00,17.9,25.3,32.7
2021-05-12,0.00,17.4,25.0,32.6
2021-05-13,0.00,18.7,27.1,35.4
2021-05-14,0.00,19.9,28.1,36.4
2021-05-15,0.00,20.3,28.1,35.8
2021-05-16,0.00,18.7,26.4,34.0
2021-05-17,0.00,17.8,24.4,30.9
2021-05-18,0.00,18.0,23.6,29.1
2021-05-19,0.00,19.1,25.8,32.6
2021-05-20,0.00,21.0,28.2,35.5
2021-05-21,0.87,21.0,27.6,34.2
2021-05-22,0.00,14.5,21.0,27.5
2021-05-23,0.00,12.8,19.2,25.6
2021-05-24,0.00,14.3,21.6,29.0
2021-05-25,0.00,16.1,24.3,32.6
2021-05-26,0.00,18.4,26.1,33.8
2021-05-27,0.00,19.0,25.9,32.8
2021-05-28,0.00,18.7,26.9,35.1
2021-05-29,0.00,20.3,28.2,36.1
2021-05-30,0.00,20.5,28.3,36.2
2021-05-31,0.00,20.9,28.1,35.4
2021-06-01,0.00,21.8,29.0,36.1
2021-06-02,0.00,23.3,30.5,37.6
2021-06-03,0.00,23.5,31.0,38.5
2021-06-04,0.00,24.9,32.0,39.0
2021-06-05,0.00,24.8,32.0,39.2
2021-06-06,0.00,23.2,31.4,39.5
2021-06-07,0.00,21.2,29.7,38.3
2021-06-08,0.00,20.8,28.9,37.0
2021-06-09,0.00,21.6,28.0,34.3
2021-06-10,0.00,21.5,29.2,36.9
2021-06-11,0.00,21.2,28.7,36.2
2021-06-12,0.00,20.7,29.3,38.0
2021-06-13,0.00,23.3,32.3,41.3
2021-06-14,0.00,26.1,34.8,43.5
2021-06-15,0.00,26.4,34.7,43.0
2021-06-16,0.00,28.3,36.3,44.3
2021-06-17,0.00,31.3,37.4,43.5
2021-06-18,0.00,31.2,38.0,44.9
2021-06-19,0.00,31.2,38.0,44.9
2021-06-20,0.00,30.4,37.4,44.3
2021-06-21,0.00,29.1,36.2,43.3
2021-06-22,0.00,27.6,33.9,40.3
2021-06-23,0.37,28.0,34.1,40.3
2021-06-24,2.89,24.1,27.5,30.9
2021-06-25,0.00,24.7,31.2,37.7
2021-06-26,0.00,25.7,32.4,39.2
2021-06-27,0.00,25.6,33.0,40.4
2021-06-28,0.00,28.2,35.7,43.3
2021-06-29,0.00,29.4,34.9,40.5
2021-06-30,0.00,29.0,33.9,38.8
2021-07-01,0.00,28.0,33.2,38.4
2021-07-02,2.27,27.4,33.6,39.8
2021-07-03,0.00,28.9,33.4,38.0
2021-07-04,7.26,24.5,32.0,39.5
2021-07-05,0.00,26.0,31.4,36.8
2021-07-06,0.00,29.6,34.5,39.5
2021-07-07,0.00,29.0,35.2,41.4
2021-07-08,0.00,30.0,35.8,41.5
2021-07-09,0.00,30.8,36.4,42.0
2021-07-10,0.00,31.4,36.7,42.0
2021-07-11,2.41,27.5,34.8,42.0
2021-07-12,0.00,27.7,34.1,40.5
2021-07-13,3.88,28.6,33.7,38.9
2021-07-14,8.77,28.7,34.5,40.2
2021-07-15,3.04,23.9,29.4,34.8
2021-07-16,0.73,27.6,32.0,36.3
2021-07-17,4.46,25.1,30.5,35.8
2021-07-18,0.00,26.4,31.6,36.8
2021-07-19,0.44,28.4,32.5,36.5
2021-07-20,0.00,29.1,33.8,38.4
2021-07-21,0.00,30.1,34.9,39.8
2021-07-22,6.43,25.4,32.7,40.0
2021-07-23,15.28,22.9,30.8,38.7
2021-07-24,34.56,21.7,22.6,23.5
2021-07-25,9.14,22.1,24.3,26.5
2021-07-26,7.79,22.1,23.9,25.6
2021-07-27,0.00,23.1,28.6,34.2
2021-07-28,0.00,26.1,32.0,38.0
2021-07-29,0.00,26.9,32.8,38.6
2021-07-30,0.00,27.6,33.1,38.6
2021-07-31,5.86,24.3,30.9,37.6
2021-08-01,0.00,24.9,30.4,35.9
2021-08-02,0.00,27.7,33.0,38.2
2021-08-03,0.00,29.1,35.0,40.9
2021-08-04,0.00,29.2,35.5,41.9
2021-08-05,0.00,29.3,36.4,43.5
2021-08-06,0.00,30.4,35.4,40.5
2021-08-07,0.00,29.5,34.7,39.9
2021-08-08,0.00,29.2,34.3,39.4
2021-08-09,0.00,28.8,34.0,39.2
2021-08-10,2.67,25.2,29.3,33.4
2021-08-11,8.20,24.8,28.9,32.9
2021-08-12,28.11,23.0,28.0,33.1
2021-08-13,0.92,23.1,28.4,33.8
2021-08-14,36.09,22.0,28.5,35.1
2021-08-15,1.46,22.7,27.7,32.7
2021-08-16,1.08,26.2,30.7,35.2
2021-08-17,10.32,21.4,28.7,36.0
2021-08-18,0.44,22.2,27.4,32.7
2021-08-19,19.72,22.3,27.2,32.1
2021-08-20,0.00,23.4,28.5,33.7
2021-08-21,0.00,25.0,30.0,35.0
2021-08-22,0.00,24.5,30.3,36.1
2021-08-23,0.00,24.2,30.6,37.1
2021-08-24,0.00,24.3,31.2,38.1
2021-08-25,0.00,24.0,31.2,38.3
2021-08-26,0.00,26.7,33.8,40.9
2021-08-27,0.00,28.0,34.9,41.8
2021-08-28,0.00,28.1,35.2,42.4
2021-08-29,0.00,28.8,34.0,39.2
2021-08-30,0.00,28.7,34.5,40.2
2021-08-31,0.00,28.1,33.3,38.5
2021-09-01,11.49,22.2,28.6,35.0
2021-09-02,2.23,22.5,27.3,32.1
2021-09-03,0.00,23.8,28.5,33.2
2021-09-04,0.00,24.8,30.7,36.7
2021-09-05,0.00,26.3,32.4,38.6
2021-09-06,0.00,26.2,33.1,40.0
2021-09-07,0.00,26.0,31.8,37.6
2021-09-08,0.00,28.0,33.5,38.9
2021-09-09,0.00,27.4,33.3,39.2
2021-09-10,0.00,27.9,34.6,41.3
2021-09-11,0.00,26.9,33.5,40.1
2021-09-12,0.00,26.6,33.2,39.8
2021-09-13,0.00,26.2,33.3,40.5
2021-09-14,0.00,26.2,33.3,40.4
2021-09-15,0.00,24.6,31.9,39.2
2021-09-16,0.00,23.9,31.3,38.7
2021-09-17,0.00,23.6,30.9,38.3
2021-09-18,0.00,25.8,30.9,36.1
2021-09-19,0.94,24.3,29.7,35.1
2021-09-20,0.00,22.3,28.8,35.3
2021-09-21,0.00,21.6,28.3,35.0
2021-09-22,0.00,22.4,30.1,37.7
2021-09-23,0.00,23.2,30.3,37.4
2021-09-24,0.90,23.6,29.4,35.2
2021-09-25,0.00,23.1,27.3,31.5
2021-09-26,0.00,22.9,28.1,33.2
2021-09-27,15.35,19.4,21.3,23.2
2021-09-28,1.39,19.5,23.5,27.6
2021-09-29,0.00,20.4,25.2,30.0
2021-09-30,0.00,20.5,24.3,28.2
2021-10-01,4.24,19.0,24.3,29.6
2021-10-02,0.00,18.3,24.4,30.6
2021-10-03,0.00,18.5,25.0,31.6
2021-10-04,0.00,19.8,26.5,33.2
2021-10-05,1.14,21.9,28.0,34.2
2021-10-06,4.92,19.2,23.7,28.3
2021-10-07,0.00,18.6,24.3,30.0
2021-10-08,0.00,20.3,25.5,30.6
2021-10-09,0.00,20.4,25.5,30.7
2021-10-10,0.00,16.1,21.9,27.8
2021-10-11,0.00,14.3,20.5,26.7
2021-10-12,0.00,13.2,20.9,28.5
2021-10-13,0.00,9.9,14.7,19.5
2021-10-14,0.00,9.5,15.9,22.3
2021-10-15,0.00,11.0,17.5,24.0
2021-10-16,0.00,15.9,21.8,27.8
2021-10-17,0.00,16.8,24.0,31.2
2021-10-18,0.00,17.9,24.0,30.1
2021-10-19,0.00,15.1,21.2,27.2
2021-10-20,0.00,13.5,19.0,24.5
2021-10-21,0.00,14.6,21.0,27.4
2021-10-22,0.00,14.6,22.7,30.8
2021-10-23,0.00,14.9,22.4,29.9
2021-10-24,0.00,15.1,21.5,27.8
2021-10-25,0.00,15.8,21.9,28.0
2021-10-26,0.00,16.7,23.1,29.6
2021-10-27,0.00,12.2,17.5,22.8
2021-10-28,0.00,11.4,17.6,23.9
2021-10-29,0.00,11.9,20.9,29.9
2021-10-30,0.00,15.7,23.8,31.9
2021-10-31,0.00,15.4,22.4,29.4
2021-11-01,0.00,15.4,22.0,28.6
2021-11-02,0.00,15.3,21.2,27.0
2021-11-03,0.00,14.4,20.9,27.5
2021-11-04,0.00,14.7,21.9,29.2
2021-11-05,0.00,16.0,23.4,30.8
2021-11-06,0.00,15.5,23.2,31.0
2021-11-07,0.00,15.0,22.8,30.6
2021-11-08,0.00,14.5,21.7,28.9
2021-11-09,0.00,13.7,21.3,28.9
2021-11-10,0.00,13.1,19.9,26.6
2021-11-11,0.00,12.6,19.8,27.1
2021-11-12,0.00,14.5,21.8,29.0
2021-11-13,0.00,15.0,22.7,30.4
2021-11-14,0.00,15.0,22.4,29.9
2021-11-15,0.00,14.4,22.1,29.8
2021-11-16,0.00,12.7,20.8,28.9
2021-11-17,0.00,11.5,18.7,25.9
2021-11-18,0.00,11.7,18.6,25.5
2021-11-19,0.00,12.0,19.5,27.0
2021-11-20,0.00,12.3,19.3,26.2
2021-11-21,0.00,12.4,18.7,25.0
2021-11-22,0.00,15.2,20.6,26.0
2021-11-23,0.00,16.0,21.2,26.4
2021-11-24,0.00,16.2,20.3,24.4
2021-11-25,0.00,13.7,18.0,22.3
2021-11-26,0.00,12.3,17.8,23.3
2021-11-27,0.00,11.2,17.5,23.8
2021-11-28,0.00,9.9,16.4,22.8
2021-11-29,0.00,9.7,18.2,26.7
2021-11-30,0.00,12.3,19.7,27.1
2021-12-01,0.00,12.8,19.5,26.3
2021-12-02,0.00,13.9,21.0,28.1
2021-12-03,0.00,13.2,20.3,27.5
2021-12-04,0.00,12.0,18.9,25.7
2021-12-05,0.00,10.2,17.3,24.4
2021-12-06,0.00,9.7,16.5,23.4
2021-12-07,0.00,9.9,16.6,23.2
2021-12-08,0.00,11.6,16.9,22.2
2021-12-09,0.00,11.4,16.2,21.0
2021-12-10,18.89,11.2,15.4,19.5
2021-12-11,0.00,7.1,11.1,15.2
2021-12-12,0.00,6.2,12.0,17.7
2021-12-13,0.00,7.7,14.5,21.4
2021-12-14,0.00,9.8,15.1,20.3
2021-12-15,4.81,6.1,13.4,20.7
2021-12-16,0.00,3.6,8.2,12.8
2021-12-17,0.00,3.0,9.5,16.0
2021-12-18,0.00,3.4,9.5,15.5
2021-12-19,0.00,5.9,12.2,18.6
2021-12-20,0.00,7.2,13.4,19.5
2021-12-21,0.00,7.7,14.1,20.4
2021-12-22,0.00,9.7,13.8,18.0
2021-12-23,0.00,9.4,15.5,21.6
2021-12-24,12.14,11.7,16.8,21.9
2021-12-25,30.16,11.0,12.3,13.5
2021-12-26,0.00,10.5,12.7,15.0
2021-12-27,0.00,8.5,12.4,16.2
2021-12-28,0.00,5.2,9.0,12.9
2021-12-29,10.71,7.3,9.6,11.9
2021-12-30,0.28,7.6,10.4,13.1
2021-12-31,0.26,7.5,11.0,14.4
2022-01-01,5.30,10.2,12.2,14.3
2022-01-02,0.00,1.9,6.7,11.5
2022-01-03,0.00,1.0,7.9,14.8
2022-01-04,0.00,4.1,11.0,18.0
2022-01-05,0.00,4.3,10.9,17.6
2022-01-06,0.00,4.1,11.1,18.2
2022-01-07,0.00,6.1,12.5,19.0
2022-01-08,0.00,6.9,13.8,20.8
2022-01-09,0.00,7.2,12.9,18.5
2022-01-10,0.00,7.0,14.5,22.0
2022-01-11,0.00,10.5,16.1,21.7
2022-01-12,0.00,7.7,14.6,21.4
2022-01-13,0.00,7.5,13.7,20.0
2022-01-14,0.00,7.5,14.3,21.0
2022-01-15,0.00,10.3,15.4,20.6
2022-01-16,0.00,9.2,14.6,20.1
2022-01-17,0.00,8.1,15.1,22.0
2022-01-18,0.00,8.1,14.2,20.3
2022-01-19,0.00,9.8,14.4,19.1
2022-01-20,0.00,8.3,13.7,19.1
2022-01-21,0.00,7.0,14.2,21.5
2022-01-22,0.00,6.7,13.1,19.5
2022-01-23,2.28,9.7,14.5,19.2
2022-01-24,0.00,7.5,14.0,20.4
2022-01-25,0.00,6.0,12.3,18.6
2022-01-26,0.00,5.8,12.2,18.5
2022-01-27,0.00,5.4,12.3,19.2
2022-01-28,0.00,5.1,12.1,19.2
2022-01-29,0.00,8.5,14.3,20.2
2022-01-30,0.00,8.8,14.9,21.1
2022-01-31,0.00,7.5,14.3,21.0
2022-02-01,0.00,6.7,12.8,19.0
2022-02-02,0.00,8.7,13.6,18.4
2022-02-03,0.00,4.4,9.2,14.1
2022-02-04,0.00,3.4,8.3,13.2
2022-02-05,0.00,3.8,10.4,16.9
2022-02-06,0.00,4.9,11.5,18.1
2022-02-07,0.00,5.7,13.7,21.7
2022-02-08,0.00,9.0,14.9,20.8
2022-02-09,0.00,8.0,15.5,23.0
2022-02-10,0.00,10.3,17.8,25.2
2022-02-11,0.00,11.5,18.9,26.2
2022-02-12,0.00,10.5,18.0,25.4
2022-02-13,0.00,10.8,18.5,26.1
2022-02-14,0.00,10.5,18.4,26.4
2022-02-15,0.00,8.8,17.4,26.0
2022-02-16,0.00,8.6,16.1,23.6
2022-02-17,0.00,8.0,11.2,14.5
2022-02-18,0.00,5.5,11.9,18.3
2022-02-19,0.00,5.8,13.1,20.5
2022-02-20,0.00,9.4,17.0,24.5
2022-02-21,0.00,8.6,16.5,24.3
2022-02-22,0.00,9.3,14.2,19.1
2022-02-23,0.87,9.9,13.0,16.1
2022-02-24,12.43,1.7,6.0,10.2
2022-02-25,0.00,1.5,7.1,12.6
2022-02-26,0.00,3.8,10.5,17.2
2022-02-27,0.00,5.2,12.2,19.3
2022-02-28,0.00,6.5,13.8,21.2
2022-03-01,0.00,12.2,19.3,26.4
2022-03-02,0.00,12.8,20.5,28.2
2022-03-03,0.00,13.6,21.5,29.4
2022-03-04,0.00,14.8,21.6,28.4
2022-03-05,0.52,11.3,15.1,19.0
2022-03-06,0.00,6.3,12.5,18.7
2022-03-07,0.00,4.8,9.9,15.1
2022-03-08,0.00,5.2,11.7,18.2
2022-03-09,0.00,5.4,11.4,17.5
2022-03-10,0.00,4.7,12.1,19.4
2022-03-11,0.00,6.7,13.0,19.3
2022-03-12,0.00,7.0,13.6,20.2
2022-03-13,0.00,7.8,15.9,24.0
2022-03-14,0.00,8.4,16.1,23.7
2022-03-15,0.00,9.4,17.7,26.1
2022-03-16,0.00,12.6,20.6,28.6
2022-03-17,0.00,12.9,19.7,26.5
2022-03-18,0.00,11.7,18.4,25.2
2022-03-19,0.00,12.0,19.2,26.4
2022-03-20,0.00,12.3,19.8,27.2
2022-03-21,0.00,11.3,16.0,20.7
2022-03-22,0.00,10.9,17.0,23.2
2022-03-23,0.00,13.1,19.8,26.5
2022-03-24,0.00,11.0,18.6,26.2
2022-03-25,0.00,11.7,20.0,28.4
2022-03-26,0.00,15.0,24.0,33.0
2022-03-27,0.00,14.9,23.6,32.2
2022-03-28,0.00,15.0,23.6,32.3
2022-03-29,6.66,12.6,19.1,25.7
2022-03-30,1.13,11.0,14.8,18.6
2022-03-31,0.00,10.3,17.3,24.2
2022-04-01,0.00,13.8,19.8,25.9
2022-04-02,0.00,13.7,20.8,27.9
2022-04-03,0.00,14.3,21.4,28.6
2022-04-04,0.00,14.5,21.0,27.6
2022-04-05,0.00,15.3,22.1,28.9
2022-04-06,0.00,15.8,23.3,30.8
2022-04-07,0.00,16.9,25.1,33.3
2022-04-08,0.00,19.3,26.3,33.3
2022-04-09,0.00,16.5,25.2,33.8
2022-04-10,0.00,15.5,24.2,33.0
2022-04-11,0.00,16.6,23.1,29.6
2022-04-12,0.00,16.0,21.9,27.9
2022-04-13,0.00,7.5,14.7,21.9
2022-04-14,0.00,6.5,14.1,21.8
2022-04-15,0.00,10.2,18.1,26.1
2022-04-16,0.00,12.1,20.4,28.7
2022-04-17,0.00,13.4,21.7,30.0
2022-04-18,0.00,14.2,22.9,31.5
2022-04-19,0.00,15.7,24.3,32.9
2022-04-20,0.00,18.4,26.3,34.3
2022-04-21,0.00,16.5,23.1,29.7
2022-04-22,0.00,16.7,24.1,31.5
2022-04-23,0.00,12.5,18.2,23.8
2022-04-24,0.00,12.5,19.2,26.0
2022-04-25,0.00,15.6,21.8,28.0
2022-04-26,0.00,15.2,23.5,31.8
2022-04-27,0.00,16.7,25.5,34.2
2022-04-28,0.00,17.0,24.3,31.6
2022-04-29,0.00,16.1,23.5,31.0
2022-04-30,0.00,16.1,23.3,30.4
2022-05-01,0.00,16.4,24.6,32.7
2022-05-02,0.00,16.4,24.7,33.0
2022-05-03,0.00,17.5,24.3,31.2
2022-05-04,0.00,17.1,23.8,30.5
2022-05-05,0.00,16.8,24.1,31.3
2022-05-06,0.00,17.8,25.5,33.1
2022-05-07,0.00,18.6,26.7,34.7
2022-05-08,0.00,19.4,27.4,35.5
2022-05-09,0.00,19.2,25.6,32.0
2022-05-10,0.00,16.8,22.8,28.7
2022-05-11,0.00,16.2,23.2,30.3
2022-05-12,0.00,13.4,21.0,28.6
2022-05-13,0.00,12.9,20.7,28.6
2022-05-14,0.00,15.6,24.8,33.9
2022-05-15,0.00,19.0,28.5,38.0
2022-05-16,0.00,20.2,29.4,38.7
2022-05-17,0.00,21.8,29.7,37.5
2022-05-18,0.00,21.3,28.7,36.1
2022-05-19,0.00,21.0,28.3,35.5
2022-05-20,0.00,20.0,27.6,35.1
2022-05-21,0.00,19.4,26.7,34.0
2022-05-22,0.00,18.9,25.3,31.6
2022-05-23,0.00,19.3,26.2,33.1
2022-05-24,0.00,19.1,25.9,32.8
2022-05-25,0.00,21.8,28.5,35.2
2022-05-26,0.00,21.7,29.4,37.1
2022-05-27,0.00,22.5,30.4,38.3
2022-05-28,0.00,23.2,30.6,37.9
2022-05-29,0.00,22.8,29.3,35.9
2022-05-30,0.00,21.8,26.7,31.6
2022-05-31,0.00,19.8,25.9,32.1
2022-06-01,0.00,19.4,26.7,34.1
2022-06-02,0.00,20.5,28.0,35.5
2022-06-03,0.00,20.6,28.8,37.1
2022-06-04,0.00,21.7,29.2,36.6
2022-06-05,0.00,21.4,28.6,35.9
2022-06-06,0.00,23.0,29.6,36.2
2022-06-07,0.00,24.0,31.0,37.9
2022-06-08,0.00,24.9,31.9,38.9
2022-06-09,0.00,26.1,33.4,40.8
2022-06-10,0.00,27.2,34.3,41.4
2022-06-11,0.00,28.0,35.6,43.2
2022-06-12,0.00,28.4,35.8,43.2
2022-06-13,0.00,28.2,35.0,41.9
2022-06-14,0.00,26.7,32.9,39.1
2022-06-15,0.00,23.9,30.8,37.6
2022-06-16,0.00,23.8,31.7,39.6
2022-06-17,0.00,25.5,34.0,42.4
2022-06-18,0.00,28.2,34.6,40.9
2022-06-19,0.00,25.4,29.6,33.8
2022-06-20,0.00,22.0,28.7,35.5
2022-06-21,0.00,22.3,29.8,37.3
2022-06-22,0.00,25.4,32.6,39.8
2022-06-23,0.00,28.4,33.6,38.9
2022-06-24,2.90,27.6,34.1,40.7
2022-06-25,0.00,27.4,33.4,39.3
2022-06-26,0.00,27.2,33.1,39.1
2022-06-27,0.77,25.3,31.9,38.5
2022-06-28,0.00,25.6,31.7,37.8
2022-06-29,0.00,29.1,34.5,39.8
2022-06-30,0.00,28.9,34.7,40.4
2022-07-01,0.00,28.5,33.5,38.6
2022-07-02,0.00,28.9,34.2,39.6
2022-07-03,0.00,28.7,33.7,38.8
2022-07-04,0.00,27.5,33.5,39.5
2022-07-05,0.00,27.0,32.4,37.8
2022-07-06,0.00,25.8,31.8,37.8
2022-07-07,0.00,25.3,32.0,38.7
2022-07-08,0.00,24.7,32.2,39.8
