"sspi","phenophase_id","species_id","additional_definition","active","startdate","stopdate","intensity_category_id"
18266,390,1937,"For Croton argyranthemus, a fruit is considered ripe when it has dried and split open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2021-01-01,NA,"58"
18267,482,1937,"",1,2021-01-01,NA,NA
18268,488,1937,"",1,2021-01-01,NA,NA
18269,500,1937,"",1,2021-01-01,NA,"49"
18270,501,1937,"",1,2021-01-01,NA,"50"
18271,504,1937,"",1,2021-01-01,NA,"60"
18272,505,1937,"",1,2021-01-01,NA,NA
18273,516,1937,"For Croton argyranthemus, the fruit is a silvery capsule that dries and splits open, sometimes explosively, to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2021-01-01,NA,"57"
18274,390,2025,"For Phyla fruticosa, a fruit is considered ripe when it has turned brown and has split apart from the other nutlet. Do not include dried flowers that have already dropped all of their nutlets.",1,2021-01-01,NA,"58"
18275,482,2025,"",1,2021-01-01,NA,NA
18276,488,2025,"",1,2021-01-01,NA,NA
18277,500,2025,"",1,2021-01-01,NA,"49"
18278,501,2025,"",1,2021-01-01,NA,"50"
18279,504,2025,"",1,2021-01-01,NA,"60"
18280,505,2025,"",1,2021-01-01,NA,NA
18281,516,2025,"For Phyla fruticosa, the fruit is a tiny nutlet, enclosed with a second nutlet in spent flower base (calyx). The nutlet changes from green to brown, splits apart from the other nutlet, and drops from the plant. Do not include dried flowers that have already dropped all of their nutlets.",1,2021-01-01,NA,"57"
18282,390,2031,"For Pityopsis graminifolia, a fruit is considered ripe when it has turned tan or brown and readily drops or is blown from the reopened flower head when touched. Do not include empty flower heads that have already dropped all of their fruits.",1,2021-01-01,NA,"58"
18283,482,2031,"",1,2021-01-01,NA,NA
18284,488,2031,"",1,2021-01-01,NA,NA
18285,500,2031,"",1,2021-01-01,NA,"49"
18286,501,2031,"",1,2021-01-01,NA,"50"
18287,504,2031,"",1,2021-01-01,NA,"60"
18288,505,2031,"",1,2021-01-01,NA,NA
18289,516,2031,"For Pityopsis graminifolia, the fruit is very tiny and seed-like and is crowded into a spent flower head. The seed-like fruit has a tuft of white to light brown fluff and changes to tan or brown, and drops or is blown from the plant after the spent flower head reopens. Do not include empty flower heads that have already dropped all of their fruits.",1,2021-01-01,NA,"57"
18290,390,1889,"For Amaranthus spinosus, a fruit is considered ripe when it has split open to expose the seed. Do not include empty fruits that have already dropped their seed.",1,2021-01-01,NA,"58"
18291,482,1889,"",1,2021-01-01,NA,NA
18292,488,1889,"",1,2021-01-01,NA,NA
18293,500,1889,"",1,2021-01-01,NA,"49"
18294,501,1889,"",1,2021-01-01,NA,"50"
18295,502,1889,"",1,2021-01-01,NA,"51"
18296,504,1889,"",1,2021-01-01,NA,"60"
18297,516,1889,"For Amaranthus spinosus, the fruit is small and capsule-like, and changes from green to tan and splits open to expose the seed. Do not include empty fruits that have already dropped their seed.",1,2021-01-01,NA,"57"
18298,390,1901,"For Artemisia ludoviciana, a fruit is considered ripe when it has turned brown, or when it readily drops from the spent flower head when touched. Do not include empty flower heads that have already dropped all of their fruits.",1,2021-01-01,NA,"58"
18299,482,1901,"",1,2021-01-01,NA,NA
18300,488,1901,"",1,2021-01-01,NA,NA
18301,500,1901,"",1,2021-01-01,NA,"49"
18302,501,1901,"",1,2021-01-01,NA,"50"
18303,502,1901,"",1,2021-01-01,NA,"51"
18304,504,1901,"",1,2021-01-01,NA,"60"
18305,516,1901,"For Artemisia ludoviciana, the fruit is very tiny and seed-like and is crowded into a small spent flower head. The seed-like fruit changes to brown and drops from the plant. Do not include empty flower heads that have already dropped all of their fruits.",1,2021-01-01,NA,"57"
18306,390,1902,"For Artemisia scopulorum, a fruit is considered ripe when it has turned brown, or when it readily drops from the spent flower head when touched. Do not include empty flower heads that have already dropped all of their fruits.",1,2021-01-01,NA,"58"
18307,482,1902,"",1,2021-01-01,NA,NA
18308,488,1902,"",1,2021-01-01,NA,NA
18309,500,1902,"",1,2021-01-01,NA,"49"
18310,501,1902,"",1,2021-01-01,NA,"50"
18311,502,1902,"",1,2021-01-01,NA,"51"
18312,504,1902,"",1,2021-01-01,NA,"60"
18313,516,1902,"For Artemisia scopulorum, the fruit is very tiny and seed-like and is crowded into a small spent flower head. The seed-like fruit changes to brown and drops from the plant. Do not include empty flower heads that have already dropped all of their fruits.",1,2021-01-01,NA,"57"
18314,390,1885,"For Achyranthes aspera, a fruit is considered ripe when it has turned tan or light brown.",1,2021-01-01,NA,"58"
18315,482,1885,"",1,2021-01-01,NA,NA
18316,488,1885,"",1,2021-01-01,NA,NA
18317,500,1885,"",1,2021-01-01,NA,"49"
18318,501,1885,"",1,2021-01-01,NA,"50"
18319,504,1885,"",1,2021-01-01,NA,"60"
18320,516,1885,"For Achyranthes aspera, the fruit is small, spiny and capsule-like and changes from green to reddish-purple to tan or light brown.",1,2021-01-01,NA,"57"
18321,390,1886,"For Acourtia nana, a fruit is considered ripe when it has turned tan or brown and readily drops or is blown from the reopened flower head when touched. Do not include empty flower heads that have already dropped all of their fruits.",1,2021-01-01,NA,"58"
18322,482,1886,"",1,2021-01-01,NA,NA
18323,488,1886,"",1,2021-01-01,NA,NA
18324,500,1886,"",1,2021-01-01,NA,"49"
18325,501,1886,"",1,2021-01-01,NA,"50"
18326,504,1886,"",1,2021-01-01,NA,"60"
18327,516,1886,"For Acourtia nana, the fruit is very tiny and seed-like and is crowded into a spent flower head. The seed-like fruit has a tuft of white fluff and changes to tan or brown, and drops or is blown from the plant after the spent flower head reopens. Do not include empty flower heads that have already dropped all of their fruits.",1,2021-01-01,NA,"57"
18328,390,1888,"For Alysicarpus vaginalis, a fruit is considered ripe when it has turned brown.",1,2021-01-01,NA,"58"
18329,482,1888,"",1,2021-01-01,NA,NA
18330,488,1888,"",1,2021-01-01,NA,NA
18331,500,1888,"",1,2021-01-01,NA,"49"
18332,501,1888,"",1,2021-01-01,NA,"50"
18333,504,1888,"",1,2021-01-01,NA,"60"
18334,516,1888,"For Alysicarpus vaginalis, the fruit is a segmented pod that changes from green to brown and drops from the plant as separate segments.",1,2021-01-01,NA,"57"
18335,390,1890,"For Amphicarpaea bracteata, a fruit is considered ripe when it has turned brown and has split open to expose the seeds. Do not include empty pods that have already dropped all of their seeds. Also do not include the round fruits of self-fertile flowers which develop on horizontal stems (stolons) that run underground or along the soil surface.",1,2021-01-01,NA,"58"
18336,482,1890,"",1,2021-01-01,NA,NA
18337,488,1890,"",1,2021-01-01,NA,NA
18338,500,1890,"",1,2021-01-01,NA,"49"
18339,501,1890,"",1,2021-01-01,NA,"50"
18340,504,1890,"",1,2021-01-01,NA,"60"
18341,516,1890,"For Amphicarpaea bracteata, the fruit is a pod that changes from green to brown and splits open to expose the seeds. Do not include empty pods that have already dropped all of their seeds. Also do not include the round fruits of self-fertile flowers which develop on horizontal stems (stolons) that run underground or along the soil surface.",1,2021-01-01,NA,"57"
18342,390,1891,"For Amsinckia intermedia, a fruit is considered ripe when it has turned tan or brown.",1,2021-01-01,NA,"58"
18343,482,1891,"",1,2021-01-01,NA,NA
18344,488,1891,"",1,2021-01-01,NA,NA
18345,500,1891,"",1,2021-01-01,NA,"49"
18346,501,1891,"",1,2021-01-01,NA,"50"
18347,504,1891,"",1,2021-01-01,NA,"60"
18348,516,1891,"For Amsinckia intermedia, the fruit is a nutlet, typically in a group of four per flower, that changes from green to tan or brown.",1,2021-01-01,NA,"57"
18349,390,1894,"For Androstephium breviflorum, a fruit is considered ripe when it has turned reddish-brown or tan and has split open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2021-01-01,NA,"58"
18350,482,1894,"",1,2021-01-01,NA,NA
18351,488,1894,"",1,2021-01-01,NA,NA
18352,500,1894,"",1,2021-01-01,NA,"49"
18353,501,1894,"",1,2021-01-01,NA,"50"
18354,504,1894,"",1,2021-01-01,NA,"60"
18355,516,1894,"For Androstephium breviflorum, the fruit is a three-lobed capsule that changes from green to reddish-brown or tan and splits open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2021-01-01,NA,"57"
18356,390,1895,"For Angelica triquinata, a fruit is considered ripe when it has turned tan or light brown.",1,2021-01-01,NA,"58"
18357,482,1895,"",1,2021-01-01,NA,NA
18358,488,1895,"",1,2021-01-01,NA,NA
18359,500,1895,"",1,2021-01-01,NA,"49"
18360,501,1895,"",1,2021-01-01,NA,"50"
18361,504,1895,"",1,2021-01-01,NA,"60"
18362,516,1895,"For Angelica triquinata, the fruit is flattened and seed-like, with two tiny fruits joined tightly together, and changes from green to reddish to tan or light brown.",1,2021-01-01,NA,"57"
18363,390,1896,"For Antennaria media, a fruit is considered ripe when it readily drops or is blown from the spent flower head when touched. Do not include empty flower heads that have already dropped all of their fruits.",1,2021-01-01,NA,"58"
18364,482,1896,"",1,2021-01-01,NA,NA
18365,488,1896,"",1,2021-01-01,NA,NA
18366,500,1896,"",1,2021-01-01,NA,"49"
18367,501,1896,"",1,2021-01-01,NA,"50"
18368,504,1896,"",1,2021-01-01,NA,"60"
18369,516,1896,"For Antennaria media, the fruit is very tiny and seed-like and is crowded into a spent flower head. The seed-like fruit has a tuft of white bristles, dries out, and drops or is blown from the plant. Do not include empty flower heads that have already dropped all of their fruits.",1,2021-01-01,NA,"57"
18370,390,1898,"For Arisaema dracontium, a fruit is considered ripe when it has turned orange or bright red.",1,2021-01-01,NA,"58"
18371,482,1898,"",1,2021-01-01,NA,NA
18372,488,1898,"",1,2021-01-01,NA,NA
18373,500,1898,"For Arisaema dracontium, watch for the presence of the green or yellowish-green, hooded cylinder (spathe) with a long prodtruding &quot;tongue&quot; (spadix), which contains and partially hides the flowers. Please do not tear open the spathe to look for the individual flowers.",1,2021-01-01,NA,"49"
18374,501,1898,"For Arisaema dracontium, a green or yellowish-green, hooded cylinder (spathe) partially hides the flowers. If individual flowers are not visible without tearing open the spathe and damaging the plant, please do not report on this phenophase.",1,2021-01-01,NA,"50"
18375,504,1898,"",1,2021-01-01,NA,"60"
18376,516,1898,"For Arisaema dracontium, the fruit is a berry that changes from green to orange or bright red.",1,2021-01-01,NA,"57"
18377,390,1904,"For Asclepias erosa, a fruit is considered ripe when it has turned tan or brown and has split open to expose seeds with fluff. Do not include empty fruits that have already dropped all of their seeds.",1,2021-01-01,NA,"58"
18378,482,1904,"",1,2021-01-01,NA,NA
18379,488,1904,"",1,2021-01-01,NA,NA
18380,500,1904,"",1,2021-01-01,NA,"49"
18381,501,1904,"",1,2021-01-01,NA,"50"
18382,504,1904,"",1,2021-01-01,NA,"60"
18383,516,1904,"For Asclepias erosa, the fruit is large and pod-like and changes from green to tan or brown and splits open to expose seeds with fluff. Do not include empty fruits that have already dropped all of their seeds.",1,2021-01-01,NA,"57"
18384,390,1907,"For Bistorta officinalis, a fruit is considered ripe when it has turned yellowish-brown or brown.",1,2021-01-01,NA,"58"
18385,482,1907,"",1,2021-01-01,NA,NA
18386,488,1907,"",1,2021-01-01,NA,NA
18387,500,1907,"",1,2021-01-01,NA,"49"
18388,501,1907,"",1,2021-01-01,NA,"50"
18389,504,1907,"",1,2021-01-01,NA,"60"
18390,516,1907,"For Bistorta officinalis, the fruit is tiny and seed-like, tightly clustered with other fruits, and changes from green to yellowish-brown or brown.",1,2021-01-01,NA,"57"
18391,390,1908,"For Boechera fendleri, a fruit is considered ripe when it has turned brown and has split open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2021-01-01,NA,"58"
18392,482,1908,"",1,2021-01-01,NA,NA
18393,488,1908,"",1,2021-01-01,NA,NA
18394,500,1908,"",1,2021-01-01,NA,"49"
18395,501,1908,"",1,2021-01-01,NA,"50"
18396,504,1908,"",1,2021-01-01,NA,"60"
18397,516,1908,"For Boechera fendleri, the fruit is a slender capsule that changes from green to purplish to brown and splits open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2021-01-01,NA,"57"
18398,390,1912,"For Calandrinia ciliata, a fruit is considered ripe when it has turned papery and has split open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2021-01-01,NA,"58"
18399,482,1912,"",1,2021-01-01,NA,NA
18400,488,1912,"",1,2021-01-01,NA,NA
18401,500,1912,"",1,2021-01-01,NA,"49"
18402,501,1912,"",1,2021-01-01,NA,"50"
18403,504,1912,"",1,2021-01-01,NA,"60"
18404,516,1912,"For Calandrinia ciliata, the fruit is a capsule that becomes papery and splits open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2021-01-01,NA,"57"
18405,390,1914,"For Cardamine hirsuta, a fruit is considered ripe when it readily explodes open to release the seeds when touched. Do not include empty capsules that have already released all of their seeds.",1,2021-01-01,NA,"58"
18406,482,1914,"",1,2021-01-01,NA,NA
18407,488,1914,"",1,2021-01-01,NA,NA
18408,500,1914,"",1,2021-01-01,NA,"49"
18409,501,1914,"",1,2021-01-01,NA,"50"
18410,504,1914,"",1,2021-01-01,NA,"60"
18411,516,1914,"For Cardamine hirsuta, the fruit is a slender capsule that changes from green to purplish and splits open explosivley to release the seeds. Do not include empty capsules that have already released all of their seeds.",1,2021-01-01,NA,"57"
18412,390,1915,"For Carduus pycnocephalus, a fruit is considered ripe when it has turned tan or brown, or when it readily drops or is blown from the spent flower head when touched. Do not include empty flower heads that have already dropped all of their fruits.",1,2021-01-01,NA,"58"
18413,482,1915,"",1,2021-01-01,NA,NA
18414,488,1915,"",1,2021-01-01,NA,NA
18415,500,1915,"",1,2021-01-01,NA,"49"
18416,501,1915,"",1,2021-01-01,NA,"50"
18417,504,1915,"",1,2021-01-01,NA,"60"
18418,516,1915,"For Carduus pycnocephalus, the fruit is very tiny and seed-like and is crowded into a spent flower head. The seed-like fruit has a tuft of white hairs and changes to tan or brown, and drops or is blown from the plant. Do not include empty flower heads that have already dropped all of their fruits.",1,2021-01-01,NA,"57"
18419,390,1921,"For Carphephorus odoratissimus, a fruit is considered ripe when it has turned brown or black and readily drops or is blown from the spent flower head when touched. Do not include empty flower heads that have already dropped all of their fruits.",1,2021-01-01,NA,"58"
18420,482,1921,"",1,2021-01-01,NA,NA
18421,488,1921,"",1,2021-01-01,NA,NA
18422,500,1921,"",1,2021-01-01,NA,"49"
18423,501,1921,"",1,2021-01-01,NA,"50"
18424,504,1921,"",1,2021-01-01,NA,"60"
18425,516,1921,"For Carphephorus odoratissimus, the fruit is very tiny and seed-like and is crowded into a spent flower head. The seed-like fruit has a tuft of white to light brown bristles and changes to brown or black, and drops or is blown from the plant. Do not include empty flower heads that have already dropped all of their fruits.",1,2021-01-01,NA,"57"
18426,390,1925,"For Centella asiatica, a fruit is considered ripe when it has turned yellowish-brown or brown.",1,2021-01-01,NA,"58"
18427,482,1925,"",1,2021-01-01,NA,NA
18428,488,1925,"",1,2021-01-01,NA,NA
18429,500,1925,"",1,2021-01-01,NA,"49"
18430,501,1925,"",1,2021-01-01,NA,"50"
18431,504,1925,"",1,2021-01-01,NA,"60"
18432,516,1925,"For Centella asiatica, the fruit is flattened and seed-like, typically in a group of three, and changes from reddish-green or green to yellowish-brown or brown.",1,2021-01-01,NA,"57"
18433,390,1926,"For Centrosema virginianum, a fruit is considered ripe when it has split open to expose the seeds. Do not include empty pods that have already dropped all of their seeds.",1,2021-01-01,NA,"58"
18434,482,1926,"",1,2021-01-01,NA,NA
18435,488,1926,"",1,2021-01-01,NA,NA
18436,500,1926,"",1,2021-01-01,NA,"49"
18437,501,1926,"",1,2021-01-01,NA,"50"
18438,504,1926,"",1,2021-01-01,NA,"60"
18439,516,1926,"For Centrosema virginianum, the fruit is a long, narrow pod that changes from green to tan and splits and twists open to expose and release the seeds. Do not include empty pods that have already dropped all of their seeds.",1,2021-01-01,NA,"57"
18440,390,1928,"For Chamaecrista nictitans, a fruit is considered ripe when it has turned dark brown or black and has split open to expose the seeds. Do not include empty pods that have already dropped all of their seeds.",1,2021-01-01,NA,"58"
18441,482,1928,"",1,2021-01-01,NA,NA
18442,488,1928,"",1,2021-01-01,NA,NA
18443,500,1928,"",1,2021-01-01,NA,"49"
18444,501,1928,"",1,2021-01-01,NA,"50"
18445,504,1928,"",1,2021-01-01,NA,"60"
18446,516,1928,"For Chamaecrista nictitans, the fruit is a pod that changes from green to dark brown or black and splits open, sometimes explosively, to expose the seeds. Do not include empty pods that have already dropped all of their seeds.",1,2021-01-01,NA,"57"
18447,390,1929,"For Chapmannia floridana, a fruit is considered ripe when it has turned brown.",1,2021-01-01,NA,"58"
18448,482,1929,"",1,2021-01-01,NA,NA
18449,488,1929,"",1,2021-01-01,NA,NA
18450,500,1929,"",1,2021-01-01,NA,"49"
18451,501,1929,"",1,2021-01-01,NA,"50"
18452,504,1929,"",1,2021-01-01,NA,"60"
18453,516,1929,"For Chapmannia floridana, the fruit is a small pod that changes from green to brown.",1,2021-01-01,NA,"57"
18454,390,1933,"For Cirsium flodmanii, a fruit is considered ripe when it has turned brown, or when it readily drops or is blown from the spent flower head when touched. Do not include empty flower heads that have already dropped all of their fruits.",1,2021-01-01,NA,"58"
18455,482,1933,"",1,2021-01-01,NA,NA
18456,488,1933,"",1,2021-01-01,NA,NA
18457,500,1933,"",1,2021-01-01,NA,"49"
18458,501,1933,"",1,2021-01-01,NA,"50"
18459,504,1933,"",1,2021-01-01,NA,"60"
18460,516,1933,"For Cirsium flodmanii, the fruit is very tiny and seed-like and is crowded into a large spent flower head. The seed-like fruit has a tuft of white hairs and changes to brown, and drops or is blown from the plant. Do not include empty flower heads that have already dropped all of their fruits.",1,2021-01-01,NA,"57"
18461,390,1935,"For Coreopsis major, a fruit is considered ripe when it has turned brown, or when it readily drops or is blown from the spent flower head when touched. Do not include empty flower heads that have already dropped all of their fruits.",1,2021-01-01,NA,"58"
18462,482,1935,"",1,2021-01-01,NA,NA
18463,488,1935,"",1,2021-01-01,NA,NA
18464,500,1935,"",1,2021-01-01,NA,"49"
18465,501,1935,"",1,2021-01-01,NA,"50"
18466,504,1935,"",1,2021-01-01,NA,"60"
18467,516,1935,"For Coreopsis major, the fruit is very tiny and seed-like and is crowded into a spent flower head. The seed-like fruit changes to brown and drops or is blown from the plant. Do not include empty flower heads that have already dropped all of their fruits.",1,2021-01-01,NA,"57"
18468,390,1936,"For Crassula connata, a fruit is considered ripe when it has dried and split open to expose the seeds. Do not include empty fruits that have already dropped all of their seeds.",1,2021-01-01,NA,"58"
18469,482,1936,"",1,2021-01-01,NA,NA
18470,488,1936,"",1,2021-01-01,NA,NA
18471,500,1936,"",1,2021-01-01,NA,"49"
18472,501,1936,"",1,2021-01-01,NA,"50"
18473,504,1936,"",1,2021-01-01,NA,"60"
18474,516,1936,"For Crassula connata, the fruit is tiny and capsule-like and dries and splits open to expose the seeds. Do not include empty fruits that have already dropped all of their seeds.",1,2021-01-01,NA,"57"
18475,390,1939,"For Croton setiger, a fruit is considered ripe when it has split open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2021-01-01,NA,"58"
18476,482,1939,"",1,2021-01-01,NA,NA
18477,488,1939,"",1,2021-01-01,NA,NA
18478,500,1939,"",1,2021-01-01,NA,"49"
18479,501,1939,"",1,2021-01-01,NA,"50"
18480,504,1939,"",1,2021-01-01,NA,"60"
18481,516,1939,"For Croton setiger, the fruit is a hairy capsule that changes from green to tan and splits open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2021-01-01,NA,"57"
18482,390,1940,"For Cyanthillium cinereum, a fruit is considered ripe when it has turned tan or brown and readily drops or is blown from the reopened flower head when touched. Do not include empty flower heads that have already dropped all of their fruits.",1,2021-01-01,NA,"58"
18483,482,1940,"",1,2021-01-01,NA,NA
18484,488,1940,"",1,2021-01-01,NA,NA
18485,500,1940,"",1,2021-01-01,NA,"49"
18486,501,1940,"",1,2021-01-01,NA,"50"
18487,504,1940,"",1,2021-01-01,NA,"60"
18488,516,1940,"For Cyanthillium cinereum, the fruit is very tiny and seed-like and is grouped with others in a spent flower head. The seed-like fruit has a tuft of white bristles and changes to tan or brown, and drops or is blown from the plant after the spent flower head reopens. Do not include empty flower heads that have already dropped all of their fruits.",1,2021-01-01,NA,"57"
18489,390,1946,"For Desmanthus cooleyi, a fruit is considered ripe when it has turned brown and has split open to expose the seeds. Do not include empty pods that have already dropped all of their seeds.",1,2021-01-01,NA,"58"
18490,482,1946,"",1,2021-01-01,NA,NA
18491,488,1946,"",1,2021-01-01,NA,NA
18492,500,1946,"",1,2021-01-01,NA,"49"
18493,501,1946,"",1,2021-01-01,NA,"50"
18494,504,1946,"",1,2021-01-01,NA,"60"
18495,516,1946,"For Desmanthus cooleyi, the fruit is a long, narrow pod, often clustered with several others, that changes from green to brown and splits open to expose the seeds. Do not include empty pods that have already dropped all of their seeds.",1,2021-01-01,NA,"57"
18496,390,1947,"For Desmodium ciliare, a fruit is considered ripe when it has turned brown.",1,2021-01-01,NA,"58"
18497,482,1947,"",1,2021-01-01,NA,NA
18498,488,1947,"",1,2021-01-01,NA,NA
18499,500,1947,"",1,2021-01-01,NA,"49"
18500,501,1947,"",1,2021-01-01,NA,"50"
18501,504,1947,"",1,2021-01-01,NA,"60"
18502,516,1947,"For Desmodium ciliare, the fruit is a flat, segmented pod having one to three one-seeded, rounded to triangular segments, that changes from green to brown and drops from the plant as separate segments.",1,2021-01-01,NA,"57"
18503,390,1948,"For Desmodium pauciflorum, a fruit is considered ripe when it has turned brown.",1,2021-01-01,NA,"58"
18504,482,1948,"",1,2021-01-01,NA,NA
18505,488,1948,"",1,2021-01-01,NA,NA
18506,500,1948,"",1,2021-01-01,NA,"49"
18507,501,1948,"",1,2021-01-01,NA,"50"
18508,504,1948,"",1,2021-01-01,NA,"60"
18509,516,1948,"For Desmodium pauciflorum, the fruit is a flat, segmented pod having one to three one-seeded, rounded to triangular segments, that changes from green to brown and drops from the plant as separate segments.",1,2021-01-01,NA,"57"
18510,390,1952,"For Dioclea multiflora, a fruit is considered ripe when it has turned brown.",1,2021-01-01,NA,"58"
18511,482,1952,"",1,2021-01-01,NA,NA
18512,488,1952,"",1,2021-01-01,NA,NA
18513,500,1952,"",1,2021-01-01,NA,"49"
18514,501,1952,"",1,2021-01-01,NA,"50"
18515,504,1952,"",1,2021-01-01,NA,"60"
18516,516,1952,"For Dioclea multiflora, the fruit is a pod, often clustered with several others, that changes from green to brown.",1,2021-01-01,NA,"57"
18517,390,1953,"For Diodella teres, a fruit is considered ripe when it has turned brown.",1,2021-01-01,NA,"58"
18518,482,1953,"",1,2021-01-01,NA,NA
18519,488,1953,"",1,2021-01-01,NA,NA
18520,500,1953,"",1,2021-01-01,NA,"49"
18521,501,1953,"",1,2021-01-01,NA,"50"
18522,504,1953,"",1,2021-01-01,NA,"60"
18523,516,1953,"For Diodella teres, the fruit is tiny and two-segmented, and changes from green to brown and splits into two one-seeded segments.",1,2021-01-01,NA,"57"
18524,390,1955,"For Drymocallis arguta, a fruit is considered ripe when it has turned dark brown.",1,2021-01-01,NA,"58"
18525,482,1955,"",1,2021-01-01,NA,NA
18526,488,1955,"",1,2021-01-01,NA,NA
18527,500,1955,"",1,2021-01-01,NA,"49"
18528,501,1955,"",1,2021-01-01,NA,"50"
18529,504,1955,"",1,2021-01-01,NA,"60"
18530,516,1955,"For Drymocallis arguta, the fruit is small and capsule-like, tightly clustered with many other fruits, and changes from green to dark brown.",1,2021-01-01,NA,"57"
18531,390,1956,"For Dyschoriste oblongifolia, a fruit is considered ripe when it has turned brown and has split open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2021-01-01,NA,"58"
18532,482,1956,"",1,2021-01-01,NA,NA
18533,488,1956,"",1,2021-01-01,NA,NA
18534,500,1956,"",1,2021-01-01,NA,"49"
18535,501,1956,"",1,2021-01-01,NA,"50"
18536,504,1956,"",1,2021-01-01,NA,"60"
18537,516,1956,"For Dyschoriste oblongifolia, the fruit is a capsule that changes from green to brown and splits open, sometimes explosively, to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2021-01-01,NA,"57"
18538,390,1957,"For Echinacea angustifolia, a fruit is considered ripe when it has turned brown or black, or when it readily drops from the spent flower head when touched. Do not include empty flower heads that have already dropped all of their fruits.",1,2021-01-01,NA,"58"
18539,482,1957,"",1,2021-01-01,NA,NA
18540,488,1957,"",1,2021-01-01,NA,NA
18541,500,1957,"",1,2021-01-01,NA,"49"
18542,501,1957,"",1,2021-01-01,NA,"50"
18543,504,1957,"",1,2021-01-01,NA,"60"
18544,516,1957,"For Echinacea angustifolia, the fruit is very tiny and seed-like and is crowded into a spent flower head. The seed-like fruit changes to brown or black and drops from the plant. Do not include empty flower heads that have already dropped all of their fruits.",1,2021-01-01,NA,"57"
18545,390,1959,"For Elephantopus carolinianus, a fruit is considered ripe when it has turned tan or brown, or when it readily drops from the spent flower head when touched. Do not include empty flower heads that have already dropped all of their fruits.",1,2021-01-01,NA,"58"
18546,482,1959,"",1,2021-01-01,NA,NA
18547,488,1959,"",1,2021-01-01,NA,NA
18548,500,1959,"",1,2021-01-01,NA,"49"
18549,501,1959,"",1,2021-01-01,NA,"50"
18550,504,1959,"",1,2021-01-01,NA,"60"
18551,516,1959,"For Elephantopus carolinianus, the fruit is very tiny and seed-like and is crowded into a spent flower head. The seed-like fruit changes from yellow-green to tan or brown and drops from the plant. Do not include empty flower heads that have already dropped all of their fruits.",1,2021-01-01,NA,"57"
18552,390,1962,"For Epifagus virginiana, a fruit is considered ripe when it has dried and split open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2021-01-01,NA,"58"
18553,482,1962,"For Epifagus virginiana, leaves are very tiny and difficult to see. This phenophase ends when the first cross-pollinating flower bud becomes visible on the upper part of the stem.",1,2021-01-01,NA,NA
18554,488,1962,"For Epifagus virginiana, leaves are very tiny and difficult to see. This phenophase begins when the first cross-pollinating flower bud becomes visible on the upper part of the stem, and ends when the last fruit on the plant has released its seeds or when all the stems have withered, whichever occurs first.",1,2021-01-01,NA,NA
18555,500,1962,"For Epifagus virginiana, two types of flowers are produced. Cross-pollinating flowers are found on the upper stems of the plant and may open to reveal reproductive parts or may have no reproductive parts. Self-pollinating flowers are found on lower stems and will not open until they become ripe fruits. Since their transition from flower to fruit is not visible, do not include these as &quot;Flowers or flower buds&quot; and report them as &quot;Fruits&quot; as soon as they become visible.",1,2021-01-01,NA,"49"
18556,501,1962,"For Epifagus virginiana, only cross-pollinating flowers on the upper stems of the plant can open to reveal reproductive parts. Do not include open flowers that do not have reproductive parts.",1,2021-01-01,NA,"50"
18557,504,1962,"",1,2021-01-01,NA,"60"
18558,516,1962,"For Epifagus virginiana, the fruit is a small capsule that dries and splits open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds. Include the unopened, capsule-like, self-pollinating flowers on lower stems as &quot;Fruits&quot; as soon as they form. Note that fruits rarely develop from the cross-pollinating flowers on the upper stems.",1,2021-01-01,NA,"57"
18559,390,1963,"For Eremogone fendleri, a fruit is considered ripe when it has turned tan or brown and has split open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2021-01-01,NA,"58"
18560,482,1963,"",1,2021-01-01,NA,NA
18561,488,1963,"",1,2021-01-01,NA,NA
18562,500,1963,"",1,2021-01-01,NA,"49"
18563,501,1963,"",1,2021-01-01,NA,"50"
18564,504,1963,"",1,2021-01-01,NA,"60"
18565,516,1963,"For Eremogone fendleri, the fruit is a capsule that changes from green to tan or brown and splits open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2021-01-01,NA,"57"
18566,390,1964,"For Erigeron grandiflorus, a fruit is considered ripe when it has turned tan or brown and readily drops or is blown from the spent flower head when touched. Do not include empty flower heads that have already dropped all of their fruits.",1,2021-01-01,NA,"58"
18567,482,1964,"",1,2021-01-01,NA,NA
18568,488,1964,"",1,2021-01-01,NA,NA
18569,500,1964,"",1,2021-01-01,NA,"49"
